id,agenda_id,fecha,monto,cantidad_personas,estado_disponibilidad,puntos_booked
134473,57242,2025-01-02,231000,3,No disponible,231
134474,57242,2025-01-02,18000,3,No disponible,18
134495,56526,2026-02-22,102000,6,,102
134496,60360,2025-02-16,91000,1,No disponible,91
134497,60360,2025-01-24,49000,1,No disponible,7
134498,60360,2025-02-18,33000,1,No disponible,33
134499,60360,2025-02-19,,1,No disponible,28
134500,60360,2025-02-10,37000,1,No disponible,37
134501,60360,2025-02-09,80000,1,No disponible,80
134502,60360,2025-01-09,17000,1,No disponible,17
134504,60360,2025-02-28,413000,1,No disponible,413
134505,60360,2025-03-05,136000,1,No disponible,68
134506,60360,2025-03-11,78000,1,,78
134507,60360,2025-02-28,164000,1,No disponible,164
134508,60360,2025-03-07,150000,1,No disponible,25
134509,60360,2025-03-15,,1,No disponible,44
134510,60360,2025-01-20,27000,1,No disponible,
134511,60360,2025-02-08,46000,1,,46
134512,60360,2025-01-22,7000,1,No disponible,7
134513,60360,2025-03-19,100000,1,No disponible,100
134518,61571,2026-05-23,352000,4,,352
,66045,2025-01-12,3120000,8,No disponible,3120
,66045,2025-10-16,200000,8,No disponible,40
134528,66045,2026-08-20,184000,8,No disponible,184
134531,66045,2025-10-30,-48000,8,No disponible,48
134532,66045,2026-08-16,-2104000,8,No disponible,2104
134533,65841,2025-09-08,216000,3,No disponible,216
134534,65841,2025-05-03,876000,3,No disponible,219
134535,65841,2026-03-22,18000,3,No disponible,18
134536,65841,2025-06-19,219000,,No disponible,219
134537,65841,2025-01-15,201000,,No disponible,201
134538,65841,2025-09-22,528000,,No disponible,528
134539,61639,2026-03-29,1970000,10,No disponible,-1970
134540,61639,,400000,,No disponible,-100
134549,65730,2025-05-17,410000,9,,-738
134550,65730,2025-07-18,729000,9,,729
134558,59583,2025-01-23,,1,,142
134560,59583,2025-02-01,52000,1,No disponible,-52
134561,56634,2026-06-09,1596000,7,No disponible,-1596
134562,,2025-07-25,-1603000,7,No disponible,1603
134563,56634,,1456000,7,No disponible,-364
134568,56634,2025-02-08,5733000,7,No disponible,-819
134571,56634,2026-01-04,,7,No disponible,-560
134577,62938,2026-09-02,768000,3,No disponible,-768
134582,66293,2025-10-08,-318000,2,No disponible,318
,64616,2025-02-18,37000,1,No disponible,37
,,2025-02-18,128000,1,No disponible,64
134597,58523,2025-12-26,151000,1,,-151
134600,,2025-01-04,180000,1,,180
134601,63211,,27000,,No disponible,9
134602,63211,2025-01-11,51000,1,No disponible,51
134603,63211,2025-10-23,86000,1,No disponible,86
134604,59352,2025-01-22,-2128000,8,No disponible,2128
134607,65963,2025-10-26,1430000,10,No disponible,1430
134609,65963,2025-10-20,100000,10,No disponible,100
134610,65963,2025-02-13,950000,10,No disponible,950
134611,65963,2025-05-03,880000,10,No disponible,880
134612,65963,,790000,10,No disponible,790
134613,56126,2025-11-13,930000,6,No disponible,
134614,56126,2025-03-07,600000,6,No disponible,900
134615,56126,2025-02-02,570000,6,No disponible,570
134616,56126,2025-11-26,186000,6,No disponible,186
134617,56126,2025-05-12,468000,6,No disponible,468
134618,56126,2025-02-06,918000,6,No disponible,918
134624,66415,2025-05-26,513000,9,,513
134626,61234,2025-06-26,112000,8,,112
134628,61048,2025-06-15,485000,5,No disponible,485
,61048,2026-05-06,72000,5,No disponible,
134630,61048,2026-04-19,65000,5,No disponible,65
134631,61048,2025-03-11,,,No disponible,430
134632,61048,2026-01-28,595000,5,No disponible,595
134640,56070,2025-01-13,216000,3,,216
134644,56070,2025-06-01,135000,3,No disponible,-135
134648,57059,,198000,2,No disponible,198
134649,57059,2025-01-01,840000,2,No disponible,168
,57059,2025-01-01,194000,2,No disponible,194
134652,57059,,162000,2,No disponible,162
134653,57059,2025-01-01,22000,2,No disponible,22
134654,57059,,206000,2,No disponible,206
134655,57059,2025-01-02,1692000,2,No disponible,282
134656,57059,2025-01-06,196000,2,No disponible,196
134657,57059,2025-01-06,90000,2,No disponible,90
134658,57059,2025-01-01,140000,2,No disponible,140
134659,57059,2025-01-05,30000,2,No disponible,30
134660,57059,2025-01-12,50000,2,No disponible,50
,63839,2025-09-23,3250000,10,No disponible,3250
,63839,2025-07-10,456000,,No disponible,1140
,63839,2025-01-01,520000,10,No disponible,520
,63839,2025-02-18,70000,10,No disponible,70
134670,63839,2025-01-04,250000,10,No disponible,-250
134674,59874,2025-04-10,537000,,No disponible,537
134677,61939,2025-05-03,-1053000,9,No disponible,351
,61939,2025-10-18,-549000,9,,549
134685,61939,2025-09-22,540000,9,,540
134688,61349,2026-03-06,441000,9,No disponible,441
134689,61349,2026-04-11,1260000,9,No disponible,252
134690,61349,2026-05-31,432000,9,No disponible,432
134691,61349,2025-11-25,783000,9,No disponible,783
134692,61349,2026-06-27,414000,,No disponible,414
134693,61349,2026-01-31,288000,9,No disponible,288
134694,61349,2026-09-18,477000,9,No disponible,
134695,61349,2025-09-19,1557000,9,No disponible,1557
134697,66504,2025-01-17,984000,6,No disponible,984
134698,66504,2025-01-31,2244000,6,No disponible,2244
134699,66504,2025-01-26,1614000,6,No disponible,1614
134700,66173,2025-08-17,2130000,6,No disponible,2130
134701,66173,2025-06-05,100000,6,No disponible,300
134702,66173,2025-05-25,486000,6,No disponible,486
134703,66173,2025-04-25,318000,6,No disponible,318
134704,66173,2025-08-25,1434000,6,No disponible,1434
134709,59450,2025-03-10,410000,10,No disponible,-410
134711,64111,2025-12-20,908000,4,No disponible,-908
134719,61777,2025-08-26,1368000,8,No disponible,-1368
134720,61777,,165000,8,,264
134726,59694,2025-09-10,1365000,7,No disponible,1365
134727,59694,2025-01-07,780000,,No disponible,910
134729,59694,2025-02-26,413000,7,,413
134730,59694,2025-06-17,518000,,No disponible,518
134731,59694,2025-01-13,420000,7,No disponible,420
134732,59694,2025-06-16,637000,7,No disponible,637
134733,59694,2025-05-16,1078000,7,No disponible,1078
134734,65084,2025-02-10,122000,1,No disponible,122
134735,65084,2025-04-21,231000,1,No disponible,33
134736,65084,2025-03-29,75000,1,No disponible,75
134737,65084,2025-12-22,70000,1,No disponible,70
134738,65084,2025-05-31,13000,1,No disponible,13
134739,65084,2025-01-04,18000,1,No disponible,18
134740,65084,2025-07-18,62000,1,No disponible,62
134741,65084,2025-02-25,,1,No disponible,14
134742,65084,2025-12-26,,1,No disponible,135
134743,65084,2025-02-26,132000,1,No disponible,132
134744,65084,2025-02-21,78000,1,No disponible,-26
134745,65084,2025-04-24,32000,1,No disponible,32
134746,65084,2025-03-29,10000,1,No disponible,10
134753,58375,2025-07-15,43000,,,43
134754,58375,2025-07-12,44000,1,,44
134763,62283,2025-04-12,1340000,10,,1340
134769,63011,2025-01-17,-348000,6,No disponible,348
134777,65631,2025-03-06,-35000,7,No disponible,35
,65631,2025-03-02,665000,7,No disponible,665
134780,65631,2025-04-10,665000,7,,665
134782,61257,2025-04-29,756000,4,No disponible,756
134783,61257,2025-06-07,1016000,4,No disponible,1016
134784,61257,2026-01-18,273000,4,No disponible,364
134785,61257,2026-02-09,264000,4,No disponible,264
134786,61257,2025-01-03,204000,4,No disponible,204
134794,66050,2026-04-18,38000,2,,38
134795,57018,2025-12-23,384000,3,,-384
134796,57018,2026-05-19,585000,3,No disponible,585
134797,65898,2025-04-25,-600000,8,No disponible,600
134800,65898,2025-06-12,672000,8,,672
134804,65898,,480000,8,,480
134832,60025,2025-04-10,-159000,3,,159
134807,65898,2025-04-19,-280000,8,No disponible,280
134808,65898,2025-09-18,400000,8,No disponible,-400
134813,65898,,,8,,272
,60811,2026-02-26,-202000,2,No disponible,-202
134823,60811,2026-09-05,20000,2,,
134827,63482,2025-03-01,2548000,7,,-2548
134836,64334,2025-04-01,1160000,,No disponible,1160
134837,64334,2025-03-04,1040000,10,No disponible,-260
134838,64334,2025-01-15,-1000000,10,No disponible,1000
134839,64334,2025-03-19,980000,10,No disponible,980
134840,64334,2025-01-20,780000,10,No disponible,780
134841,64334,2025-02-24,1330000,10,No disponible,1330
134842,64334,2025-03-27,700000,,No disponible,700
134843,64334,2025-03-30,1010000,10,No disponible,1010
134844,63791,2025-05-19,1288000,7,No disponible,1288
134845,63791,2026-01-26,-1540000,7,No disponible,308
134846,63791,2025-06-10,637000,7,,637
134847,63791,2025-09-21,476000,7,No disponible,476
134849,63791,2025-01-19,133000,7,,133
134856,58221,2025-05-27,62000,2,No disponible,62
134857,58221,2026-05-22,1170000,2,No disponible,234
134858,58221,2025-07-05,172000,2,No disponible,172
134859,58221,2025-01-30,96000,2,No disponible,96
134860,58221,2026-07-12,70000,2,No disponible,70
134861,58221,2025-09-19,180000,2,No disponible,-180
134862,59283,2025-01-12,-414000,3,No disponible,414
134871,62252,2025-01-06,650000,5,No disponible,650
134872,62252,2025-02-16,265000,5,No disponible,
134873,62252,2025-03-31,390000,5,No disponible,390
134874,,2025-03-21,-72000,1,No disponible,
134875,61269,2026-03-10,,1,No disponible,190
134876,61269,2026-02-06,420000,1,No disponible,140
134877,61269,2025-05-31,51000,1,No disponible,51
134878,61269,2025-01-28,,1,No disponible,68
134879,61269,2025-07-22,110000,1,No disponible,110
134880,61269,,,,No disponible,100
134881,61269,2025-01-25,53000,1,No disponible,53
134882,58056,2025-03-28,1110000,6,No disponible,1110
134883,58056,2025-07-26,-2832000,6,No disponible,708
134886,58056,2025-05-20,,6,No disponible,396
134887,58056,2025-05-20,2106000,6,No disponible,2106
134888,58056,2025-10-31,,6,No disponible,798
134889,58056,2025-06-20,318000,6,No disponible,318
134891,58056,2025-10-04,540000,6,No disponible,540
134892,58056,2025-12-22,570000,,No disponible,570
134893,58056,2025-01-17,144000,6,No disponible,144
134894,58056,2025-08-17,294000,,No disponible,294
,65701,2025-02-11,66000,3,No disponible,66
134905,64541,2025-01-05,194000,2,No disponible,-194
134911,60260,2025-10-25,102000,1,No disponible,102
134912,60260,2025-12-08,238000,1,No disponible,238
,55662,2025-11-28,3160000,10,No disponible,
,55662,2025-10-12,3020000,10,,3020
134918,66512,2025-06-07,-98000,2,No disponible,98
134921,66512,2026-03-28,28000,2,,28
,65700,2025-09-09,504000,8,No disponible,504
,61241,2026-06-09,210000,3,No disponible,210
,65529,2025-12-06,684000,,No disponible,684
134937,65529,,130000,2,,130
134942,65529,2025-10-01,306000,2,No disponible,-306
134948,,2025-01-01,-1312000,8,No disponible,-1312
,65948,2025-01-28,520000,,No disponible,520
134955,65948,2025-01-22,264000,8,No disponible,-264
134956,58111,2025-09-25,384000,2,No disponible,384
134957,58111,2025-06-06,334000,2,No disponible,334
134958,58111,2025-07-19,444000,2,No disponible,222
134959,58111,,-154000,2,No disponible,154
134960,58111,2026-02-07,220000,2,No disponible,220
135012,60705,2026-04-16,-656000,8,No disponible,656
134961,58111,2026-01-30,740000,2,No disponible,296
134962,58111,,64000,2,No disponible,64
134963,58111,2026-01-28,160000,2,No disponible,
134964,58111,2026-01-24,154000,2,No disponible,154
134965,58111,2025-10-16,74000,2,No disponible,74
134966,,2025-04-12,1485000,9,,1485
,66133,,,9,No disponible,648
134968,66133,2025-04-20,3339000,9,No disponible,477
134969,66133,2025-04-20,-315000,9,No disponible,315
134970,66133,2025-01-08,549000,9,No disponible,549
,,,,,,
134971,66133,,594000,,No disponible,
134972,66133,2025-04-25,612000,9,No disponible,612
134973,66133,2025-02-08,252000,9,No disponible,252
134974,66133,2025-01-25,522000,9,No disponible,522
134975,66133,2025-01-28,594000,9,No disponible,594
,58154,2026-04-03,545000,5,No disponible,
134985,65138,2025-01-19,-174000,2,No disponible,174
,,2025-11-24,290000,2,No disponible,290
134989,66230,2025-08-09,192000,2,,-192
,59534,2025-12-20,1835000,5,No disponible,1835
,59534,,4235000,5,No disponible,605
,65450,2025-06-30,170000,2,No disponible,170
135004,65450,2026-08-12,-140000,2,No disponible,140
,65450,2025-03-21,114000,2,No disponible,114
135015,58999,2025-04-18,770000,10,No disponible,770
135016,58999,2025-04-04,1480000,10,No disponible,1480
135017,62824,2026-05-24,-1310000,10,No disponible,1310
135018,60609,2025-10-31,356000,4,No disponible,356
135020,66600,2025-01-04,17000,8,,
135024,57199,2025-01-22,444000,4,No disponible,444
,66588,2025-01-25,2790000,9,No disponible,558
135034,66588,2025-04-15,144000,9,,144
135038,56134,2025-01-05,370000,2,No disponible,370
135039,56134,2025-01-04,595000,2,No disponible,170
135040,56134,2025-01-12,140000,2,No disponible,140
135041,56134,2025-01-01,28000,2,No disponible,28
135042,56134,2025-01-09,106000,2,No disponible,-106
135043,56134,2025-01-08,128000,2,No disponible,128
135044,56134,2025-01-05,122000,2,No disponible,122
135045,56134,2025-01-02,156000,2,No disponible,156
135046,56134,2025-01-06,246000,2,No disponible,246
135047,56134,2025-01-09,12000,2,No disponible,12
135053,57256,2025-04-24,1593000,9,No disponible,1593
135054,57256,2025-03-24,1036000,9,No disponible,
135055,57256,2025-07-04,423000,9,No disponible,423
135056,57256,2025-09-20,459000,9,No disponible,459
135057,57256,2025-09-27,891000,9,,891
135058,57256,2025-11-01,207000,9,No disponible,207
135059,57256,2026-02-10,,9,No disponible,756
135060,57256,2025-02-27,297000,9,No disponible,297
135063,64887,2025-12-07,3670000,10,No disponible,3670
135064,64887,2025-11-10,4470000,10,No disponible,1490
135065,64887,2025-10-22,360000,10,No disponible,360
135066,64887,2025-01-13,290000,10,No disponible,290
135067,64887,2025-03-18,1980000,10,No disponible,1980
,61834,2025-03-17,1090000,10,No disponible,1090
135070,57889,2025-01-13,59000,1,No disponible,59
,59443,2025-03-14,,4,No disponible,152
,64564,2025-06-07,1683000,9,,1683
,64564,2025-06-01,3402000,9,No disponible,3402
135081,61090,2025-01-10,100000,10,No disponible,-100
,59386,,-3584000,,No disponible,512
135101,62867,2025-06-26,363000,1,No disponible,
135102,62867,2025-07-21,99000,1,No disponible,99
135121,65601,2025-03-03,,7,No disponible,1274
135122,65601,2025-03-20,2002000,7,No disponible,2002
,65375,2026-03-12,86000,2,No disponible,86
135126,57704,2025-03-19,102000,3,,102
135132,65023,2025-04-14,,8,,208
135135,65023,2025-02-21,488000,8,,488
,,2025-04-28,96000,2,No disponible,96
135143,62046,2025-03-21,198000,3,No disponible,-198
135149,62046,2025-09-03,153000,3,No disponible,-153
,60238,2025-02-27,970000,10,No disponible,970
135154,60238,2026-08-04,-400000,10,No disponible,400
135155,60238,2025-06-19,340000,10,No disponible,-340
135157,60238,2025-07-26,10000,10,,100
135158,64443,,2024000,,No disponible,2024
135159,64443,2025-02-03,276000,8,No disponible,736
135160,64443,,208000,8,No disponible,208
135161,64443,2025-02-12,168000,8,No disponible,168
135162,64443,2025-02-02,1624000,8,No disponible,1624
135163,64443,2025-01-13,4960000,8,No disponible,992
135164,64443,2025-03-21,624000,,No disponible,624
135165,64443,2025-02-16,-672000,8,No disponible,
135166,64443,2025-01-10,744000,8,No disponible,744
135167,64443,2025-01-06,64000,8,,64
135172,62721,2025-09-17,2786000,7,No disponible,-2786
135173,62721,2025-08-30,7350000,7,No disponible,-1050
,58438,2025-08-09,-7000,1,No disponible,7
135193,58438,,-47000,1,No disponible,47
,59299,2025-02-01,414000,9,No disponible,414
135202,58485,2025-02-04,-940000,10,No disponible,940
,58485,2025-02-08,150000,10,No disponible,150
,66206,2025-07-30,476000,2,No disponible,68
,66206,2025-03-02,132000,2,No disponible,132
135218,58946,2025-06-10,-873000,9,No disponible,873
135224,64867,,414000,6,,414
135226,64867,2025-03-04,1920000,6,No disponible,1920
135227,64370,,240000,2,No disponible,240
135228,64370,2025-03-04,312000,2,No disponible,-104
,64370,2025-04-14,60000,2,No disponible,60
135230,64370,2025-01-18,180000,2,No disponible,180
135231,64370,2025-08-03,116000,2,No disponible,116
135307,63937,2026-07-31,56000,8,,56
135232,64370,,278000,2,No disponible,278
135234,66602,2025-02-25,215000,4,,172
135237,66602,2025-01-13,80000,4,,80
135243,56710,2025-03-09,-64000,2,No disponible,64
135252,,2025-03-10,40000,2,No disponible,-40
135256,58742,2025-02-08,392000,7,No disponible,-392
135257,61867,2025-11-19,2656000,8,No disponible,2656
135258,61867,2025-04-07,306000,8,No disponible,816
135259,61867,2026-03-17,752000,8,No disponible,752
,61867,2025-07-25,760000,8,No disponible,760
135270,57089,2025-04-22,91000,2,No disponible,-182
135277,62720,,,5,No disponible,-725
135280,57728,2025-01-24,-1160000,10,No disponible,1160
135292,61998,2025-05-13,260000,5,No disponible,260
135293,57719,2025-11-18,-1368000,8,No disponible,1368
135294,63937,2025-03-09,456000,8,No disponible,456
135295,63937,2025-12-22,1256000,8,No disponible,1256
135296,63937,2025-05-30,5712000,8,No disponible,816
135297,63937,2026-07-11,328000,8,No disponible,328
135298,63937,2025-12-02,280000,8,No disponible,
135299,63937,2026-01-22,608000,8,No disponible,608
135300,63937,2026-07-13,800000,8,No disponible,-800
135301,63937,2025-08-01,112000,8,No disponible,112
135302,63937,2025-02-12,168000,8,No disponible,168
135303,63937,,896000,8,No disponible,896
135304,63937,2026-10-11,300000,8,No disponible,600
135305,63937,,520000,8,No disponible,-520
,61908,2025-01-28,92000,1,No disponible,92
135313,61908,2025-01-03,64000,1,,64
,,,,,,
135317,60019,2025-05-26,,4,,356
135319,60019,2025-07-19,284000,4,,284
135322,60019,2025-08-19,240000,4,,240
135328,59593,2025-07-15,960000,8,No disponible,960
135331,62758,2025-03-24,567000,7,No disponible,567
135332,62758,2025-03-03,5005000,7,No disponible,1001
135333,62758,2025-07-10,420000,7,No disponible,420
135334,62758,2025-07-04,518000,7,No disponible,518
135335,62758,,434000,7,No disponible,434
135336,62758,2025-03-16,119000,7,No disponible,119
135338,66554,2025-03-10,651000,7,,651
135344,65937,2025-04-19,1440000,8,No disponible,-1440
135350,65937,2025-05-11,-288000,8,No disponible,288
135352,59910,2025-02-20,-1300000,10,No disponible,1300
,59910,2026-03-16,720000,10,,720
,57068,2025-03-20,546000,7,No disponible,546
135370,62303,2026-03-12,-104000,1,No disponible,-104
135371,56083,2025-02-06,657000,9,No disponible,657
135372,56083,2025-02-15,513000,9,No disponible,513
135373,56083,2025-03-03,,9,No disponible,891
135374,56083,2025-01-29,1197000,9,No disponible,171
135375,56083,,117000,9,No disponible,117
135376,56083,2025-01-04,-855000,9,No disponible,855
135377,56083,2025-03-26,45000,,,45
135378,56083,2025-02-05,783000,9,No disponible,783
135379,56083,2025-02-17,369000,9,No disponible,369
135380,56083,2025-01-20,153000,9,No disponible,153
135386,61934,2025-07-11,2178000,6,No disponible,-2178
135388,61934,2025-02-01,140000,6,No disponible,-168
135394,63293,2025-03-10,2520000,5,No disponible,-420
135395,63293,2025-07-22,-465000,5,No disponible,465
135398,63293,2025-06-04,-175000,5,No disponible,175
,63864,2025-02-16,665000,7,No disponible,-665
135410,63233,2025-02-27,-764000,2,No disponible,764
135414,65515,2025-12-12,137000,3,No disponible,-411
,64852,2025-05-10,-1566000,6,No disponible,522
135426,62534,2026-03-18,202000,,No disponible,-808
135428,62764,2025-03-16,852000,3,No disponible,852
135429,62764,2025-12-01,1890000,3,No disponible,378
135430,62764,2025-07-01,105000,3,No disponible,105
,,2026-02-10,222000,3,,222
,62764,2025-11-24,,3,No disponible,39
135441,57054,2025-04-15,171000,3,,171
135444,56713,2025-05-04,-64000,4,No disponible,128
135448,57101,2025-03-07,176000,1,No disponible,176
135449,57101,2025-01-04,98000,1,No disponible,98
135450,57101,,500000,1,No disponible,100
135451,,2025-03-25,80000,1,No disponible,-80
135452,57101,2025-02-17,36000,,No disponible,36
135453,57101,2025-03-29,74000,1,No disponible,74
135454,57101,2025-03-19,65000,1,No disponible,65
135457,64999,2025-02-24,576000,3,,576
,64999,2025-01-20,99000,3,No disponible,99
135475,66421,2025-05-27,-93000,3,,
,66421,2026-05-06,72000,3,,72
135490,66421,2025-07-28,33000,3,,33
,61524,2025-01-03,306000,6,No disponible,306
135497,61524,,48000,6,,48
135498,62912,2025-02-27,-970000,2,No disponible,970
,59677,2025-12-02,1211000,7,No disponible,1211
,64498,2025-04-03,1179000,3,No disponible,1179
135522,64498,2025-06-25,219000,3,No disponible,-219
135524,56991,2025-01-08,160000,2,No disponible,160
135525,56991,2025-01-07,325000,2,No disponible,130
135526,56991,2025-01-19,172000,2,No disponible,172
135527,56991,2025-01-18,18000,2,No disponible,18
135528,56991,2025-01-02,186000,2,No disponible,186
135529,56991,2025-01-03,128000,,No disponible,
135533,60959,2025-08-21,-316000,2,No disponible,316
135548,57527,2026-03-22,240000,6,,240
,57527,2025-12-26,218000,6,No disponible,654
135557,55598,2025-06-22,410000,5,,
135558,55598,2025-08-01,1430000,5,No disponible,1430
135559,55598,2026-06-23,,5,No disponible,185
,60723,2025-02-01,-1512000,9,No disponible,1512
135566,66152,2026-03-17,648000,,No disponible,-648
135569,57718,2025-04-18,218000,2,No disponible,-218
135570,57718,2025-04-14,45000,2,No disponible,30
135571,57718,2025-05-28,10000,2,No disponible,10
135572,57718,2025-01-08,168000,2,No disponible,168
135573,57718,2025-02-23,272000,2,No disponible,272
135576,66078,2025-11-20,-320000,10,No disponible,320
,66078,2025-03-28,820000,10,No disponible,820
,66078,2026-05-20,2200000,10,No disponible,1100
135586,63329,2025-10-10,2000000,10,No disponible,2000
135587,63329,2025-10-11,1460000,10,No disponible,1460
135588,63329,2025-09-07,780000,10,No disponible,260
135589,63329,,680000,10,No disponible,680
135590,63329,2025-06-14,290000,10,No disponible,-290
135591,63329,2025-04-27,1960000,10,No disponible,1960
,63329,,2040000,10,No disponible,1020
135593,63329,2026-08-20,400000,,No disponible,400
135610,56836,2026-02-16,-96000,2,No disponible,96
135619,65118,2025-03-27,200000,4,,200
135620,65118,2025-04-07,612000,4,No disponible,-612
135629,63397,2025-02-20,174000,6,No disponible,-174
135636,63397,2025-02-17,66000,,,66
135639,63397,2025-01-29,1098000,6,No disponible,-1098
135640,63397,2025-01-19,-430000,,No disponible,516
,64704,2025-10-15,56000,8,No disponible,
,64704,2025-04-21,800000,8,No disponible,800
135663,65633,2025-01-04,1089000,,No disponible,1089
135664,65633,2025-01-06,3780000,9,No disponible,540
135665,65633,2025-01-07,-216000,9,No disponible,216
135666,65633,,198000,9,No disponible,198
135667,65633,2025-01-01,432000,9,No disponible,432
135668,65633,2025-01-08,-711000,,No disponible,711
135669,65633,2025-01-03,684000,9,No disponible,684
,65633,2025-01-07,504000,9,No disponible,504
135671,59722,2025-12-19,998000,,No disponible,
,59722,2025-01-16,252000,2,No disponible,126
135674,59722,2026-05-13,110000,2,No disponible,110
135675,59722,2025-01-13,14000,2,No disponible,14
135678,65341,2025-01-15,1488000,4,,496
135682,65418,2025-07-21,621000,9,No disponible,621
,59396,2025-03-08,2032000,8,No disponible,2032
135702,64901,2025-03-09,1287000,9,No disponible,1287
,,2026-04-14,28000,4,No disponible,28
,59667,2026-01-27,160000,4,No disponible,160
135712,59667,2025-01-21,-168000,4,No disponible,168
135713,64693,2025-02-11,-2808000,8,No disponible,2808
135718,64693,2025-01-24,568000,8,,568
135725,63107,2025-02-13,1224000,8,No disponible,-1224
,63107,2025-10-24,70000,8,No disponible,560
135727,63107,,800000,8,No disponible,800
135728,63107,2025-04-15,,8,No disponible,1536
135729,62353,2026-03-28,756000,9,No disponible,-756
,64129,,56000,8,,448
135733,61317,2026-05-03,1413000,9,No disponible,-1413
135734,61317,2025-12-05,-201000,9,No disponible,603
,61317,2026-03-18,720000,,No disponible,720
135750,60487,,1386000,7,No disponible,-1386
135754,56465,2025-05-03,576000,9,,576
,56465,2025-03-26,441000,9,No disponible,441
,56465,2025-04-15,477000,9,No disponible,477
135758,56465,2025-04-01,1422000,9,,1422
135759,61322,2025-07-31,1130000,,No disponible,1130
135760,61322,2025-01-26,-1015000,10,No disponible,1450
135761,61322,2025-06-08,730000,10,No disponible,730
135762,61322,2025-03-01,680000,,No disponible,680
135763,61322,2025-04-26,190000,10,No disponible,190
135764,61322,2025-09-10,800000,10,No disponible,800
135765,61322,2025-06-14,820000,10,No disponible,
135766,61322,2025-07-11,590000,10,No disponible,590
135767,61322,2025-07-25,610000,10,No disponible,-610
135768,64200,2025-06-06,1080000,8,No disponible,1080
135770,64200,2025-12-30,,8,No disponible,680
135771,62725,,680000,5,No disponible,680
135772,62725,2025-03-15,,5,No disponible,1605
135773,64150,2025-07-28,2513000,7,No disponible,2513
,64150,2025-03-06,245000,7,No disponible,
,66182,2025-04-18,136000,1,No disponible,136
,66182,2025-02-06,-585000,1,No disponible,117
,66182,2025-01-05,174000,1,No disponible,
135794,66595,2025-06-09,438000,6,,438
135795,66595,2025-03-16,180000,6,,180
,58995,2025-01-16,636000,1,No disponible,106
135801,58995,2025-01-03,85000,1,No disponible,-85
,58995,2025-03-21,18000,1,No disponible,18
135803,58995,2025-03-13,-55000,1,No disponible,55
135806,58553,2025-01-31,98000,2,No disponible,-98
135815,58553,2025-01-13,86000,2,No disponible,-86
135820,56230,,-1784000,,No disponible,1784
,56230,2026-05-19,72000,8,No disponible,72
135830,,2025-11-08,-600000,10,No disponible,600
135840,59807,2025-08-16,144000,2,,288
,59592,2025-08-08,1239000,7,No disponible,1239
135851,59592,2026-04-04,105000,7,,105
135854,59592,2026-03-07,3465000,7,No disponible,-693
,59592,2026-07-21,154000,7,No disponible,154
135860,61818,2025-05-17,1106000,7,No disponible,-1106
,61818,,2604000,7,No disponible,651
135863,61818,2025-03-12,602000,7,,602
135866,62686,,378000,3,No disponible,378
135867,62686,2025-03-17,603000,3,No disponible,603
135870,59917,2025-03-06,372000,4,No disponible,-372
135879,65467,2025-05-22,-214000,5,No disponible,535
135886,65467,2025-02-01,-350000,5,No disponible,
135889,62525,2025-07-17,688000,4,No disponible,688
135890,62525,2025-08-08,,4,No disponible,348
135891,62525,,388000,4,No disponible,388
135892,62525,2025-03-11,24000,4,No disponible,24
135894,62525,2025-01-06,1028000,4,No disponible,1028
135895,62525,2025-07-05,721000,4,No disponible,
135896,62525,2025-12-18,348000,4,No disponible,348
135897,62525,2025-01-22,108000,4,No disponible,108
,62525,2025-10-01,96000,4,No disponible,96
,62525,2025-12-06,188000,4,No disponible,188
135901,62525,2025-05-12,172000,4,No disponible,172
135902,62525,2025-01-29,1360000,4,No disponible,1360
135903,62525,2026-01-13,196000,4,No disponible,196
135904,62525,2025-10-21,304000,,No disponible,304
135905,62525,2025-05-21,-212000,4,No disponible,212
135906,62525,2026-04-13,48000,4,No disponible,48
135907,60236,2025-02-06,376000,8,,376
135909,65778,2025-04-25,198000,3,,198
135913,65031,,124000,4,No disponible,-124
135914,60437,2025-08-28,-545000,5,No disponible,545
,60437,2025-02-13,52000,5,No disponible,130
135921,60437,,450000,5,,450
135928,57123,2025-08-14,472000,4,No disponible,472
135929,64688,2025-05-17,460000,2,No disponible,460
135930,64591,2025-03-01,1057000,7,No disponible,1057
135931,64591,2026-08-06,518000,7,No disponible,518
135932,64591,2025-01-05,3192000,7,No disponible,798
135933,64591,2025-01-14,63000,7,No disponible,63
135934,64591,2025-12-30,476000,7,No disponible,
135935,64591,2025-10-16,546000,7,No disponible,546
135936,64591,2025-03-23,763000,7,No disponible,763
135937,64591,2026-08-14,49000,7,No disponible,49
135938,64591,2026-07-28,588000,7,No disponible,588
135939,64591,2025-04-16,679000,7,No disponible,679
135940,64591,2026-06-08,287000,,No disponible,287
135941,64591,2025-09-23,686000,7,,686
135942,64591,2026-08-23,,7,No disponible,392
135943,64591,2026-09-04,245000,7,No disponible,
135945,56641,2025-01-13,467000,,No disponible,467
135946,56641,,231000,1,No disponible,77
135947,56641,2025-08-27,29000,1,No disponible,29
135948,56641,2025-04-16,9000,1,No disponible,9
135949,56641,2025-12-07,321000,1,No disponible,321
135950,56641,2026-06-22,-97000,1,No disponible,97
135951,59202,2025-01-12,1584000,9,No disponible,1584
135952,59202,2025-01-14,495000,9,No disponible,891
135953,59202,2025-01-24,522000,9,No disponible,522
