id,empresa,nombre,descripcion,ubicacion,duracion,precio_persona,capacidad,restricciones,fecha_panorama
127570,Qantas,,,,,,21,{},
127574,National Geographic Expeditions,Aventura,Descubre la gastronomía local,Guadalajara,6,6000,,{},2026-09-29 00:00:00
127584,Secret Escapes,Aventura,Disfruta de un día en la naturaleza,Hospitalet de LLobregat,1,,8,{},2025-07-01 00:00:00
127586,BCD Travel,Tour,Descubre la gastronomía local,Hospitalet de LLobregat,4,55000,31,{},2025-07-03 00:00:00
127592,Intrepid Travel,Tour,Conoce la historia de la ciudad,Cádiz,6,53000,15,{},
127596,Flight Centre Travel Group,Excursión,Descubre la gastronomía local,Tarrasa,1,,14,{},2026-07-20 00:00:00
127600,Etihad Airways,,,,,,6,{},
127611,Southwest Airlines,,,,,,59,{},
127612,Alaska Airlines,,,,,,67,{},
127613,,,,,,,77,{},
127615,TUI Group,Excursión,Relájate en la playa,Santa Coloma de Gramanet,5,27000,31,{},2026-01-21 00:00:00
127616,Luxury Escapes,Visita,Conoce la historia de la ciudad,Santa Coloma de Gramanet,5,37000,28,,2026-01-22 00:00:00
127617,BCD Travel,Aventura,Disfruta de un día en la naturaleza,Santa Coloma de Gramanet,5,,2,{},2026-01-23 00:00:00
127618,Contiki,Excursión,Descubre la gastronomía local,Santa Coloma de Gramanet,5,15000,18,{},2026-01-24 00:00:00
127619,American Express Global Business Travel,Visita,Descubre la gastronomía local,Santa Coloma de Gramanet,4,98000,28,{},2026-01-25 00:00:00
127620,,Tour,Conoce la historia de la ciudad,Santa Coloma de Gramanet,3,63000,8,{},2026-01-26 00:00:00
127626,Luxury Escapes,Aventura,Aventúrate en la montaña,Getafe,6,-87000,24,{},
127630,Klook,Tour,Aventúrate en la montaña,Tarrasa,2,36000,46,{},2025-09-14 00:00:00
127636,EasyJet,,,,,,91,{},
127640,Flight Centre Travel Group,Visita,Disfruta de un día en la naturaleza,Lorca,1,94000,33,{},2025-01-26 00:00:00
127641,,Tour,Disfruta de un día en la naturaleza,Lorca,6,82000,21,{},2025-01-27 00:00:00
127643,Civitatis,Excursión,Descubre la gastronomía local,Lorca,5,97000,17,{},2025-01-29 00:00:00
127646,Exodus Travels,Tour,Conoce la historia de la ciudad,Ponferrada,4,73000,39,{},2025-02-01 00:00:00
127649,Thomas Cook,Paseo,Relájate en la playa,Ponferrada,4,9000,2,{},2025-02-04 00:00:00
127650,CP (Portugal),,,,,,56,{},
127653,Flight Centre Travel Group,Aventura,Relájate en la playa,Baracaldo,3,58000,45,{},2025-02-07 00:00:00
127664,Avianca,,,,,,85,{},
127668,TUI Group,Aventura,Conoce la historia de la ciudad,Mataró,3,83000,36,{},2025-09-17 00:00:00
127673,Civitatis,Aventura,Relájate en la playa,Arrecife,4,62000,43,{},
131706,All Nippon Airways (ANA),,,,,,27,{},
127674,,Tour,Conoce la historia de la ciudad,Arrecife,6,,40,{},2025-09-22 00:00:00
127683,Hays Travel,Excursión,Relájate en la playa,Almería,1,51000,50,,2026-09-01 00:00:00
127686,Ethiopian Airlines,,,,,,69,,
127691,Trafalgar,,Conoce la historia de la ciudad,Gijón,1,34000,19,{},2025-08-29 00:00:00
127696,GetYourGuide,Excursión,,Lorca,5,10000,42,{},2026-01-16 00:00:00
127700,Travel Leaders Group,Tour,Relájate en la playa,Estepona,6,,9,{},2025-02-21 00:00:00
127709,NS International,,,,,,78,{},
127712,American Express Global Business Travel,Tour,Descubre la gastronomía local,Burgos,3,64000,21,{},
127718,Flight Centre Travel Group,Visita,Descubre la gastronomía local,Barcelona,6,,2,{},2025-12-11 00:00:00
127719,Booking Holdings,Visita,Aventúrate en la montaña,Barcelona,1,71000,13,{},2025-12-12 00:00:00
127720,BCD Travel,Aventura,Conoce la historia de la ciudad,Barcelona,3,36000,20,{},
127728,Insight Vacations,Visita,Aventúrate en la montaña,Leganés,5,,4,{},2026-10-30 00:00:00
127732,Contiki,Visita,Relájate en la playa,Mataró,5,57000,2,,
127733,BCD Travel,Excursión,Disfruta de un día en la naturaleza,Mataró,7,64000,38,{},
127738,Tripadvisor,Paseo,Descubre la gastronomía local,Ferrol,5,81000,50,{},
127751,,,Disfruta de un día en la naturaleza,Sanlúcar de Barrameda,5,48000,25,{},2026-10-10 00:00:00
127752,CWT,Tour,Aventúrate en la montaña,Sanlúcar de Barrameda,4,,42,{},2026-10-11 00:00:00
127753,Kuoni,Paseo,Aventúrate en la montaña,,3,27000,29,{},2026-10-12 00:00:00
127769,VR (Finlandia),,,,,,86,{},
127771,Thomas Cook,Visita,Conoce la historia de la ciudad,Sagunto,,-38000,,{},2026-07-12 00:00:00
127772,Hays Travel,Paseo,Aventúrate en la montaña,Sagunto,6,85000,18,{},2026-07-13 00:00:00
127773,American Express Global Business Travel,Excursión,Relájate en la playa,Sagunto,5,37000,49,{},2026-07-14 00:00:00
127774,American Express Global Business Travel,Tour,Conoce la historia de la ciudad,Sagunto,6,29000,16,{},2026-07-15 00:00:00
127778,,Visita,Disfruta de un día en la naturaleza,,5,93000,16,{},2026-07-18 00:00:00
127780,Insight Vacations,,Disfruta de un día en la naturaleza,Santander,7,95000,,{},2026-07-20 00:00:00
127784,Hays Travel,Visita,Descubre la gastronomía local,Málaga,7,68000,15,{},
127790,Iberia,,,,,,41,{},
127791,American Airlines,,,,,,30,{},
127794,GetYourGuide,Tour,Relájate en la playa,Majadahonda,5,,39,{},2025-12-10 00:00:00
127801,Tripadvisor,Aventura,Relájate en la playa,Vigo,3,93000,19,{},2026-11-03 00:00:00
127809,Civitatis,Aventura,Relájate en la playa,Granada,2,20000,28,{},2026-11-11 00:00:00
127815,Gray Line,,Relájate en la playa,Granada,5,15000,7,{},2026-07-27 00:00:00
127835,Viator,Paseo,Disfruta de un día en la naturaleza,Albacete,,19000,16,{},2026-05-04 00:00:00
127845,Travel Leaders Group,Excursión,Relájate en la playa,Cerdañola del Vallés,4,63000,48,{},2026-02-21 00:00:00
127846,CWT,Paseo,Conoce la historia de la ciudad,Cerdañola del Vallés,2,16000,45,{},2026-02-22 00:00:00
127847,Exodus Travels,Tour,Relájate en la playa,Cerdañola del Vallés,5,68000,1,{},2026-02-23 00:00:00
127848,Hays Travel,Tour,Descubre la gastronomía local,Cerdañola del Vallés,2,47000,45,{},2026-02-24 00:00:00
127849,,,Relájate en la playa,Cerdañola del Vallés,7,43000,36,{},
127855,Klook,Visita,Aventúrate en la montaña,Rivas-Vaciamadrid,4,76000,27,{},2025-11-09 00:00:00
127857,EF Tours,Excursión,Descubre la gastronomía local,Rivas-Vaciamadrid,2,94000,13,{},2025-11-11 00:00:00
127858,Klook,,Relájate en la playa,Rivas-Vaciamadrid,3,14000,43,{},2025-11-12 00:00:00
127864,Expedia Group,Excursión,Relájate en la playa,Ciudad Real,,-75000,26,{},
127865,Trafalgar,Tour,Conoce la historia de la ciudad,,1,,39,{},2025-11-19 00:00:00
127869,Globus,Paseo,Conoce la historia de la ciudad,Ávila,4,,50,{},2026-07-22 00:00:00
127870,Globus,Excursión,Conoce la historia de la ciudad,Ávila,5,,49,{},2026-07-23 00:00:00
127871,National Geographic Expeditions,Tour,Relájate en la playa,,7,80000,18,{},2026-07-24 00:00:00
127872,Abercrombie & Kent,Visita,Conoce la historia de la ciudad,Ávila,4,60000,39,{},2026-07-25 00:00:00
127873,Ethiopian Airlines,,,,,,81,{},
127875,Turkish Airlines,,,,,,92,{},
127879,EF Tours,Paseo,Disfruta de un día en la naturaleza,Santa Coloma de Gramanet,1,60000,7,{},2026-04-21 00:00:00
127880,,Tour,Aventúrate en la montaña,Santa Coloma de Gramanet,1,61000,41,{},2026-04-22 00:00:00
127881,Contiki,Excursión,Relájate en la playa,Santa Coloma de Gramanet,3,63000,15,,2026-04-23 00:00:00
127882,G Adventures,Paseo,Disfruta de un día en la naturaleza,Santa Coloma de Gramanet,2,47000,14,{},
127883,Abercrombie & Kent,Tour,,Santa Coloma de Gramanet,3,63000,,{},2026-04-25 00:00:00
127897,Travel Leaders Group,Visita,Conoce la historia de la ciudad,San Cristróbal de la Laguna,7,93000,25,{},2026-06-13 00:00:00
127898,GetYourGuide,Paseo,Relájate en la playa,San Cristróbal de la Laguna,4,8000,13,{},2026-06-14 00:00:00
127902,American Airlines,,,,,,28,{},
127903,Ethiopian Airlines,,,,,,80,{},
127904,CFR (Rumania),,,,,,,{},
127905,CD (República Checa),,,,,,78,{},
127907,Expedia Group,Excursión,Aventúrate en la montaña,Lorca,7,20000,39,{},2026-10-09 00:00:00
127908,Flight Centre Travel Group,Visita,Aventúrate en la montaña,Lorca,5,66000,8,{},2026-10-10 00:00:00
127909,Booking Holdings,Aventura,Disfruta de un día en la naturaleza,Lorca,2,26000,37,{},2026-10-11 00:00:00
127910,Exodus Travels,,Descubre la gastronomía local,Lorca,4,53000,32,{},2026-10-12 00:00:00
127920,Globus,Paseo,Disfruta de un día en la naturaleza,Arrecife,7,73000,49,{},
132598,Contiki,Paseo,,Calahorra,4,57000,36,{},2025-10-07 00:00:00
127921,Secret Escapes,,Aventúrate en la montaña,Arrecife,4,21000,46,{},2026-04-15 00:00:00
127922,Exodus Travels,Excursión,Disfruta de un día en la naturaleza,Arrecife,3,95000,41,{},2026-04-16 00:00:00
127933,Contiki,Excursión,Aventúrate en la montaña,Torrelavega,2,,50,{},2025-02-24 00:00:00
127935,BCD Travel,Tour,Disfruta de un día en la naturaleza,Torrelavega,6,14000,33,{},2025-02-26 00:00:00
127937,All Nippon Airways (ANA),,,,,,1,{},
127939,Exodus Travels,Tour,Relájate en la playa,El Puerto de Santa María,3,9000,24,{},
127940,GetYourGuide,Paseo,Disfruta de un día en la naturaleza,El Puerto de Santa María,1,95000,16,{},
127943,RZD (Rusia),,,,,,54,{},
127945,Contiki,Aventura,Aventúrate en la montaña,Motril,2,,31,{},2025-09-15 00:00:00
127946,Viator,Aventura,Conoce la historia de la ciudad,Motril,5,40000,27,{},2025-09-16 00:00:00
127947,Civitatis,Aventura,Disfruta de un día en la naturaleza,Motril,5,82000,24,{},
127952,Japan Airlines,,,,,,1,{},
127954,Emirates,,,,,,87,{},
127965,Qantas,,,,,,89,{},
127966,Vueling,,,,,,20,{},
127969,G Adventures,Excursión,Descubre la gastronomía local,Calahorra,5,20000,41,{},2026-10-28 00:00:00
127970,Travel Leaders Group,Visita,Descubre la gastronomía local,Calahorra,5,37000,42,{},2026-10-29 00:00:00
127972,Gray Line,,Descubre la gastronomía local,Calahorra,6,28000,31,{},2026-10-31 00:00:00
127973,Abercrombie & Kent,Visita,Descubre la gastronomía local,Calahorra,6,80000,37,{},2026-11-01 00:00:00
127976,Gray Line,Paseo,,Santa Lucía de Tirajana,3,66000,3,{},2026-11-05 00:00:00
127977,CWT,Aventura,Disfruta de un día en la naturaleza,Santa Lucía de Tirajana,4,54000,7,{},2026-11-06 00:00:00
127978,Thomas Cook,Visita,Relájate en la playa,Santa Lucía de Tirajana,6,66000,15,{},2026-11-07 00:00:00
127982,ŽSSK (Eslovaquia),,,,,,10,,
127986,Tripadvisor,Tour,Relájate en la playa,Murcia,,,10,{},2025-09-21 00:00:00
127989,Intrepid Travel,Aventura,Relájate en la playa,Murcia,1,49000,31,{},2025-09-24 00:00:00
127990,Intrepid Travel,Paseo,Conoce la historia de la ciudad,Murcia,2,78000,5,{},2025-09-25 00:00:00
128001,Tripadvisor,,Relájate en la playa,,2,52000,44,{},2025-12-22 00:00:00
128004,United Airlines,,,,,,1,,
128008,Thomas Cook,,Relájate en la playa,Torrejón de Ardoz,7,81000,38,,2026-04-15 00:00:00
128010,Tripadvisor,Paseo,Aventúrate en la montaña,Torrejón de Ardoz,3,34000,41,{},2026-04-17 00:00:00
128016,Flight Centre Travel Group,Aventura,Disfruta de un día en la naturaleza,La Línea de la Concepción,7,,44,{},2025-12-24 00:00:00
128017,Thomas Cook,Paseo,Disfruta de un día en la naturaleza,La Línea de la Concepción,5,89000,26,{},2025-12-25 00:00:00
128019,Viator,Visita,Disfruta de un día en la naturaleza,La Línea de la Concepción,1,,2,{},2025-12-27 00:00:00
128027,JetBlue,,,,,,100,{},
128039,GetYourGuide,Excursión,Relájate en la playa,Gecho,7,72000,34,{},2026-07-22 00:00:00
128046,Iberia,,,,,,91,{},
128048,KLM,,,,,,19,{},
128049,Wizz Air,,,,,,74,{},
128051,Emirates,,,,,,29,{},
128053,Hays Travel,Aventura,Conoce la historia de la ciudad,Pozuelo de Alarcón,4,11000,17,{},2025-09-24 00:00:00
128056,Intrepid Travel,Aventura,Aventúrate en la montaña,Sevilla,,,49,{},2025-03-03 00:00:00
128057,Flight Centre Travel Group,,Aventúrate en la montaña,Sevilla,5,71000,11,{},2025-03-04 00:00:00
128058,Exodus Travels,Visita,Disfruta de un día en la naturaleza,Sevilla,6,17000,18,{},2025-03-05 00:00:00
128064,Apple Leisure Group,Excursión,Aventúrate en la montaña,Rubí,5,32000,17,{},2025-10-16 00:00:00
128075,Globus,,Aventúrate en la montaña,Algeciras,4,52000,5,{},2026-09-04 00:00:00
128077,Expedia Group,,Relájate en la playa,Algeciras,4,92000,23,{},2026-09-06 00:00:00
128083,Expedia Group,Paseo,Relájate en la playa,Inca,3,38000,2,{},
128085,Globus,Excursión,Disfruta de un día en la naturaleza,Inca,2,,9,{},2026-06-29 00:00:00
128114,Viator,Paseo,Conoce la historia de la ciudad,Benidorm,,46000,41,{},2026-06-12 00:00:00
128103,British Airways,,,,,,62,{},
128105,American Express Global Business Travel,Aventura,Relájate en la playa,Linares,1,25000,49,{},2026-07-16 00:00:00
128106,Exodus Travels,Visita,Conoce la historia de la ciudad,Linares,1,90000,17,{},2026-07-17 00:00:00
128107,Flight Centre Travel Group,Paseo,Conoce la historia de la ciudad,Linares,6,55000,5,{},2026-07-18 00:00:00
128108,Abercrombie & Kent,Visita,Disfruta de un día en la naturaleza,Linares,1,33000,11,,2026-07-19 00:00:00
128109,Japan Airlines,,,,,,53,{},
128112,Etihad Airways,,,,,,94,,
128115,TUI Group,Tour,,Benidorm,2,-44000,22,{},2026-06-13 00:00:00
128116,Tripadvisor,Visita,Conoce la historia de la ciudad,Benidorm,1,38000,,{},
128125,,Aventura,Disfruta de un día en la naturaleza,El Puerto de Santa María,4,23000,50,{},2026-07-28 00:00:00
128130,Civitatis,Paseo,,Avilés,6,59000,13,{},
128132,Tripadvisor,Tour,Disfruta de un día en la naturaleza,Avilés,7,91000,2,{},2026-01-07 00:00:00
128154,TUI Group,,Conoce la historia de la ciudad,León,5,20000,18,{},2026-11-02 00:00:00
128155,National Geographic Expeditions,Excursión,Disfruta de un día en la naturaleza,León,3,95000,9,{},2026-11-03 00:00:00
128158,Ryanair,,,,,,85,{},
128159,Frontier Airlines,,,,,,68,{},
128164,Abercrombie & Kent,Excursión,Relájate en la playa,Valladolid,2,,46,{},2026-07-30 00:00:00
128166,TUI Group,,Conoce la historia de la ciudad,Valladolid,6,,3,{},2026-08-01 00:00:00
128172,Globus,Excursión,Descubre la gastronomía local,Gijón,2,28000,41,{},2025-10-08 00:00:00
128173,National Geographic Expeditions,Aventura,Conoce la historia de la ciudad,Gijón,2,14000,12,{},2025-10-09 00:00:00
128174,Travel Leaders Group,Excursión,Conoce la historia de la ciudad,Gijón,4,36000,19,{},2025-10-10 00:00:00
128175,Gray Line,Paseo,Aventúrate en la montaña,Gijón,6,84000,25,{},2025-10-11 00:00:00
128176,,,,,,,77,{},
128178,Gray Line,Paseo,Relájate en la playa,Cerdañola del Vallés,6,52000,20,{},2026-10-14 00:00:00
128179,EF Tours,Aventura,Conoce la historia de la ciudad,Cerdañola del Vallés,4,62000,,{},2026-10-15 00:00:00
128180,TUI Group,Excursión,Descubre la gastronomía local,Cerdañola del Vallés,7,,32,{},2026-10-16 00:00:00
128181,British Airways,,,,,,52,{},
128183,Flight Centre Travel Group,,Relájate en la playa,Santander,,10000,2,{},2026-10-19 00:00:00
128184,Thomas Cook,Aventura,Disfruta de un día en la naturaleza,Santander,,74000,46,{},2026-10-20 00:00:00
128190,Insight Vacations,Aventura,,Murcia,2,81000,,{},2025-06-27 00:00:00
128191,Etihad Airways,,,,,,56,{},
128195,Gray Line,Tour,Disfruta de un día en la naturaleza,La Coruña,7,10000,46,{},
128212,,Aventura,Aventúrate en la montaña,Guadalajara,7,57000,12,{},2026-03-23 00:00:00
128221,Apple Leisure Group,,Descubre la gastronomía local,,7,33000,6,{},2026-11-14 00:00:00
128222,Wizz Air,,,,,,66,{},
128223,LATAM Airlines,,,,,,89,{},
128225,Expedia Group,Visita,Disfruta de un día en la naturaleza,Puertollano,6,,18,{},2026-11-17 00:00:00
128234,Flight Centre Travel Group,Paseo,Conoce la historia de la ciudad,Barcelona,5,85000,6,{},2026-11-29 00:00:00
128235,Globus,Paseo,Disfruta de un día en la naturaleza,Barcelona,1,16000,43,{},
128245,Intrepid Travel,Visita,Disfruta de un día en la naturaleza,Palma de Mallorca,6,,40,{},2026-02-20 00:00:00
128247,Qatar Airways,,,,,,79,{},
128255,KLM,,,,,,6,{},
128258,Globus,Aventura,Relájate en la playa,Palencia,7,87000,,{},2025-11-02 00:00:00
128259,Travel Leaders Group,Paseo,Descubre la gastronomía local,Palencia,1,,47,{},2025-11-03 00:00:00
128265,GetYourGuide,Paseo,Disfruta de un día en la naturaleza,Motril,3,,,{},
128266,EF Tours,Aventura,Aventúrate en la montaña,Motril,1,28000,35,{},2025-11-16 00:00:00
128267,Klook,Tour,Relájate en la playa,Motril,1,47000,16,{},2025-11-17 00:00:00
128268,Abercrombie & Kent,Aventura,,Motril,5,53000,37,{},2025-11-18 00:00:00
128272,Insight Vacations,Excursión,Conoce la historia de la ciudad,Mataró,,35000,8,{},2025-11-24 00:00:00
128273,Flight Centre Travel Group,Paseo,Descubre la gastronomía local,Mataró,6,34000,25,{},2025-11-25 00:00:00
128274,Insight Vacations,Paseo,Aventúrate en la montaña,Mataró,6,8000,39,{},2025-11-26 00:00:00
128275,TUI Group,Tour,Conoce la historia de la ciudad,Mataró,,89000,47,{},2025-11-27 00:00:00
128276,Hays Travel,Aventura,Relájate en la playa,Mataró,4,88000,,{},2025-11-28 00:00:00
128277,G Adventures,,Disfruta de un día en la naturaleza,Mataró,4,97000,7,{},2025-11-29 00:00:00
128278,Copa Airlines,,,,,,67,{},
128297,BDZ (Bulgaria),,,,,,39,{},
128301,Thomas Cook,Excursión,Disfruta de un día en la naturaleza,Ponferrada,3,,19,{},2025-07-07 00:00:00
128303,Luxury Escapes,Excursión,Disfruta de un día en la naturaleza,Ponferrada,6,37000,32,{},
128308,Civitatis,Aventura,Conoce la historia de la ciudad,Mérida,2,50000,8,{},2026-06-15 00:00:00
128309,,Aventura,Descubre la gastronomía local,Mérida,1,31000,42,{},2026-06-16 00:00:00
128310,Hays Travel,Paseo,Conoce la historia de la ciudad,Mérida,3,61000,10,{},2026-06-17 00:00:00
128311,Apple Leisure Group,Visita,Descubre la gastronomía local,Mérida,6,58000,29,{},2026-06-18 00:00:00
128315,Exodus Travels,Tour,Relájate en la playa,Fuengirola,5,,,{},2026-08-11 00:00:00
128325,Expedia Group,Tour,Descubre la gastronomía local,Elda,1,70000,24,{},
128349,TUI Group,Visita,Aventúrate en la montaña,,1,,4,{},2026-06-04 00:00:00
128352,GetYourGuide,Excursión,Relájate en la playa,Coslada,2,-69000,35,{},
128358,Viator,Tour,Descubre la gastronomía local,Logroño,4,13000,28,{},2025-08-16 00:00:00
128359,Secret Escapes,Excursión,Conoce la historia de la ciudad,Logroño,3,43000,8,{},
128360,Insight Vacations,Excursión,Disfruta de un día en la naturaleza,Logroño,7,33000,4,{},2025-08-18 00:00:00
128361,Travel Leaders Group,Tour,Conoce la historia de la ciudad,Logroño,7,88000,6,{},2025-08-19 00:00:00
128366,Kuoni,Excursión,Relájate en la playa,Marbella,4,44000,24,{},2025-08-03 00:00:00
128368,GetYourGuide,Visita,Descubre la gastronomía local,Marbella,4,78000,35,{},2025-08-05 00:00:00
128370,Thomas Cook,Tour,Relájate en la playa,Marbella,5,24000,50,{},
128371,BCD Travel,Visita,Relájate en la playa,Marbella,3,57000,34,{},2025-08-08 00:00:00
128376,GetYourGuide,Aventura,Disfruta de un día en la naturaleza,Algeciras,4,10000,11,{},2025-08-15 00:00:00
128377,Globus,Excursión,Relájate en la playa,Algeciras,4,73000,25,{},2025-08-16 00:00:00
128380,Tripadvisor,Visita,Aventúrate en la montaña,Pontevedra,4,5000,42,{},2025-01-28 00:00:00
128386,CWT,Tour,Disfruta de un día en la naturaleza,Almería,4,100000,25,{},2025-02-03 00:00:00
128388,Booking Holdings,Paseo,Aventúrate en la montaña,Almería,1,74000,31,{},2025-02-05 00:00:00
128389,Turkish Airlines,,,,,,40,{},
128390,Air France,,,,,,75,{},
128393,BCD Travel,Tour,Aventúrate en la montaña,Paterna,3,56000,,{},2025-06-28 00:00:00
128403,CWT,Paseo,,Palma de Mallorca,3,62000,13,{},2026-03-04 00:00:00
128404,Exodus Travels,Visita,Descubre la gastronomía local,Palma de Mallorca,6,80000,24,{},2026-03-05 00:00:00
128405,Viator,Tour,Aventúrate en la montaña,Palma de Mallorca,5,10000,14,{},2026-03-06 00:00:00
128406,Globus,Visita,Descubre la gastronomía local,Palma de Mallorca,1,98000,,{},2026-03-07 00:00:00
135702,DSB (Dinamarca),,,,,,17,{},
128407,Thomas Cook,Paseo,Disfruta de un día en la naturaleza,Palma de Mallorca,,-59000,46,{},2026-03-08 00:00:00
128426,Hays Travel,Tour,Disfruta de un día en la naturaleza,Linares,3,-9000,45,{},2026-11-30 00:00:00
128428,Luxury Escapes,,Aventúrate en la montaña,Linares,,87000,43,{},2026-12-02 00:00:00
128429,Civitatis,Excursión,Descubre la gastronomía local,Linares,,33000,17,,2026-12-03 00:00:00
128432,Travel Leaders Group,,Disfruta de un día en la naturaleza,Alcorcón,6,50000,36,{},
128440,Trafalgar,Paseo,Relájate en la playa,Gandía,3,,17,{},2026-02-01 00:00:00
128441,Expedia Group,Paseo,Descubre la gastronomía local,Gandía,7,89000,7,{},2026-02-02 00:00:00
128443,Luxury Escapes,Aventura,Relájate en la playa,Gandía,2,77000,23,{},2026-02-04 00:00:00
128451,TUI Group,Excursión,Aventúrate en la montaña,Alcalá de Henares,3,,29,{},2026-05-09 00:00:00
128453,Frontier Airlines,,,,,,17,{},
128469,Viator,Excursión,Disfruta de un día en la naturaleza,Collado Villalba,4,77000,6,{},2026-10-23 00:00:00
128482,American Airlines,,,,,,70,{},
128484,Globus,Paseo,Relájate en la playa,Vigo,7,46000,41,{},2026-11-29 00:00:00
128485,EF Tours,Excursión,Conoce la historia de la ciudad,Vigo,6,55000,3,{},2026-11-30 00:00:00
128486,Viator,Excursión,Disfruta de un día en la naturaleza,Vigo,7,97000,36,{},2026-12-01 00:00:00
128487,Exodus Travels,Visita,Descubre la gastronomía local,Vigo,2,94000,13,{},
128488,Secret Escapes,Visita,Relájate en la playa,Vigo,5,52000,12,{},2026-12-03 00:00:00
128489,Travel Leaders Group,,Conoce la historia de la ciudad,Vigo,5,64000,25,{},
128492,G Adventures,Excursión,Disfruta de un día en la naturaleza,Cádiz,5,92000,,{},2026-03-28 00:00:00
128493,Globus,Paseo,Conoce la historia de la ciudad,,6,-53000,30,{},2026-03-29 00:00:00
128494,Trafalgar,Paseo,Conoce la historia de la ciudad,Cádiz,1,60000,33,{},
128495,Travel Leaders Group,Tour,Descubre la gastronomía local,Cádiz,4,90000,23,{},2026-03-31 00:00:00
128498,Thomas Cook,Paseo,Descubre la gastronomía local,Marbella,2,85000,40,{},
128502,Qantas,,,,,,82,{},
128507,Hays Travel,Paseo,,Santa Lucía de Tirajana,,88000,19,{},2025-09-23 00:00:00
128508,G Adventures,Excursión,Disfruta de un día en la naturaleza,Santa Lucía de Tirajana,6,-77000,25,{},2025-09-24 00:00:00
128525,GetYourGuide,Aventura,Relájate en la playa,Orense,,90000,49,{},2025-05-03 00:00:00
128526,Gray Line,Aventura,Aventúrate en la montaña,Orense,3,96000,25,{},2025-05-04 00:00:00
128527,Trafalgar,Aventura,Relájate en la playa,Orense,3,13000,25,{},2025-05-05 00:00:00
128528,Exodus Travels,Excursión,Aventúrate en la montaña,,5,98000,28,{},2025-05-06 00:00:00
128529,Secret Escapes,Visita,Disfruta de un día en la naturaleza,Orense,2,38000,13,{},
128532,Trafalgar,Paseo,,San Sebastián,4,33000,9,{},2025-05-11 00:00:00
128538,Klook,Visita,Disfruta de un día en la naturaleza,Fuenlabrada,4,28000,13,{},2026-03-17 00:00:00
128539,G Adventures,Aventura,Conoce la historia de la ciudad,Fuenlabrada,5,10000,41,{},2026-03-18 00:00:00
128540,Klook,Aventura,Conoce la historia de la ciudad,Fuenlabrada,1,31000,1,,2026-03-19 00:00:00
128541,CWT,Tour,Relájate en la playa,Fuenlabrada,6,88000,24,{},2026-03-20 00:00:00
128544,Tripadvisor,Excursión,Descubre la gastronomía local,Santa Coloma de Gramanet,7,44000,48,{},2026-03-23 00:00:00
128552,Singapore Airlines,,,,,,35,,
128558,Thomas Cook,,Aventúrate en la montaña,La Coruña,6,14000,11,{},2025-08-08 00:00:00
128561,Turkish Airlines,,,,,,1,{},
128563,Apple Leisure Group,Tour,Relájate en la playa,Pamplona,4,27000,13,{},2026-07-10 00:00:00
128564,American Express Global Business Travel,,Relájate en la playa,Pamplona,5,90000,22,{},2026-07-11 00:00:00
128565,Viator,Aventura,Relájate en la playa,,2,84000,44,{},2026-07-12 00:00:00
128566,EF Tours,Paseo,Aventúrate en la montaña,Pamplona,2,25000,12,{},2026-07-13 00:00:00
128567,KLM,,,,,,,{},
128569,Civitatis,Aventura,Disfruta de un día en la naturaleza,Madrid,1,-89000,3,{},2026-07-16 00:00:00
128570,,,,,,,95,{},
128573,Qantas,,,,,,100,{},
128578,Thomas Cook,Aventura,Disfruta de un día en la naturaleza,Avilés,3,54000,45,{},2026-11-29 00:00:00
128579,Viator,Paseo,Descubre la gastronomía local,Avilés,2,62000,33,{},2026-11-30 00:00:00
128588,BCD Travel,Excursión,Descubre la gastronomía local,,4,-63000,10,{},2025-12-01 00:00:00
128594,Viator,Paseo,Relájate en la playa,Puertollano,3,,20,{},2025-12-07 00:00:00
128611,TUI Group,Excursión,Conoce la historia de la ciudad,Jerez de la Frontera,4,62000,24,{},
128617,Flight Centre Travel Group,Aventura,Disfruta de un día en la naturaleza,Madrid,,66000,25,{},2026-06-02 00:00:00
128619,American Express Global Business Travel,,Aventúrate en la montaña,Madrid,4,14000,15,{},2026-06-04 00:00:00
128627,,,,,,,88,{},
128630,Thomas Cook,Aventura,Aventúrate en la montaña,León,1,75000,50,{},2025-10-31 00:00:00
128636,Deutsche Bahn (DB),,,,,,40,{},
128640,AVE,,,,,,56,{},
128642,EF Tours,Excursión,Disfruta de un día en la naturaleza,Vigo,5,74000,16,{},2025-01-31 00:00:00
128643,CWT,Excursión,Conoce la historia de la ciudad,Vigo,3,72000,21,{},2025-02-01 00:00:00
128644,Gray Line,,Relájate en la playa,Vigo,5,68000,50,{},2025-02-02 00:00:00
128650,BCD Travel,Aventura,Relájate en la playa,Cáceres,7,32000,39,,2026-08-05 00:00:00
128655,Apple Leisure Group,,Relájate en la playa,Santa Lucía de Tirajana,2,45000,2,{},2025-11-04 00:00:00
128662,Booking Holdings,Tour,Descubre la gastronomía local,Ceuta,6,34000,35,{},2025-06-24 00:00:00
128663,Klook,Paseo,Aventúrate en la montaña,Ceuta,7,60000,20,{},2025-06-25 00:00:00
128664,,,Aventúrate en la montaña,Ceuta,3,78000,50,{},2025-06-26 00:00:00
128665,,Tour,Relájate en la playa,Ceuta,7,14000,21,{},2025-06-27 00:00:00
128668,Gray Line,Visita,Aventúrate en la montaña,Linares,5,86000,23,{},2025-06-29 00:00:00
